Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_Of_Engines,Engine_Type,Far_Description,Schedule,Purpose_Of_Flight,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Report_Status,Publication_Date,Total_Passengers,Fatal_Injury_Proportion,Uninjured_Proportion
20001211X14674,Incident,LAX92IA209,1992-05-13,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INT'L ARPT,Incident,Minor,,N604UA,Boeing,767-222,No,2.0,Turbo Fan,,SCHD,Unknown,United Airlines,0.0,0.0,3.0,81.0,VMC,Takeoff,Probable Cause,14-09-1993,84.0,0.0,0.9642857142857143
20001211X14662,Accident,FTW92LA142,1992-05-14,"PALACIOS, TX",United States,,,,,Non-Fatal,,,N67SW,Boeing,737-200,No,2.0,Turbo Fan,,SCHD,Unknown,Southwest Airlines Co.,0.0,1.0,0.0,113.0,IMC,Descent,Probable Cause,26-05-1993,114.0,0.0,0.9912280701754386
20001211X14832,Accident,DCA92RA038,1992-06-06,"TUCUTI, Panama",Panama,,,,,Fatal(47),Destroyed,,,Boeing,737-204,No,0.0,Unknown,,SCHD,Unknown,,47.0,0.0,0.0,0.0,UNK,,Foreign,02-05-2000,47.0,1.0,0.0
20001211X14776,Accident,ATL92LA127,1992-06-20,"DUNN, NC",United States,,,PVT,GODWIN FIELD,Non-Fatal,Substantial,,N55464,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,VMC,Go-around,Probable Cause,29-07-1993,2.0,0.0,0.0
20001211X14777,Accident,ATL92LA128,1992-06-21,"STOCKBRIDGE, GA",United States,,,8GA0,JIM PRIVATE AIRPORT,Non-Fatal,Substantial,,N53232,Boeing,D75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,VMC,Go-around,Probable Cause,09-03-1993,2.0,0.0,0.0
20001211X15117,Accident,CHI92LA206,1992-07-02,"JANESVILLE, WI",United States,,,,,Non-Fatal,,,N7467U,Boeing,727-200,No,3.0,Turbo Jet,,SCHD,Unknown,United Airlines,0.0,1.0,0.0,136.0,IMC,Descent,Probable Cause,09-12-1993,137.0,0.0,0.9927007299270073
20001211X15150,Incident,FTW92IA184,1992-07-15,"OKLAHOMA CITY, OK",United States,,,,,Incident,,,N12235,Boeing,737-222,No,2.0,Turbo Fan,,SCHD,Unknown,"Continental Airlines, Inc.",0.0,0.0,0.0,88.0,VMC,Approach,Probable Cause,30-06-1993,88.0,0.0,1.0
20001211X15130,Incident,DEN92IA074,1992-07-21,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Incident,,,N221YV,Embraer,EMB-120-RT,No,2.0,Turbo Prop,,SCHD,Unknown,"Mesa Airlines, Inc. (dba: United Express)",0.0,0.0,0.0,26.0,VMC,Approach,Probable Cause,26-05-1993,26.0,0.0,1.0
20001211X15267,Accident,SEA92LA168,1992-07-29,"BRIGHAM CITY, UT",United States,,,BMC,BRIGHAM CITY,Non-Fatal,Substantial,,N55625,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,26-05-1993,1.0,0.0,0.0
20001211X15149,Accident,FTW92FA197,1992-07-31,"CIBOLO, TX",United States,,,,,Fatal(1),Destroyed,,N62552,Boeing,A75,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,30-06-1993,1.0,1.0,0.0
20001211X15530,Accident,SEA92LA171,1992-08-01,"THREE FORKS, MT",United States,,,9S5,THREE FORKS AIRPORT,Non-Fatal,Substantial,,N5176N,Boeing,B-75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-08-1993,1.0,0.0,1.0
20001211X15409,Accident,FTW92LA200,1992-08-03,"SPRINGFIELD, MO",United States,,,,,Non-Fatal,,,N357SW,Boeing,737-300,No,2.0,Turbo Fan,,SCHD,Unknown,"Southwest Airlines, Inc.",0.0,1.0,1.0,65.0,IMC,Descent,Probable Cause,26-05-1993,67.0,0.0,0.9701492537313433
20001211X15436,Accident,LAX92LA336,1992-08-06,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO,Non-Fatal,,,N9010U,Boeing,737-200,No,2.0,Turbo Jet,,SCHD,Unknown,United Airlines,0.0,1.0,0.0,113.0,VMC,Taxi,Probable Cause,30-06-1993,114.0,0.0,0.9912280701754386
20001211X15357,Accident,CHI92LA235,1992-08-08,"ST. PAUL, MN",United States,,,STP,ST. PAUL DOWNTOWN,Non-Fatal,Substantial,,N55982,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-08-1993,2.0,0.0,1.0
20001211X15504,Accident,NYC92LA157,1992-08-11,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Non-Fatal,Substantial,,GVOIG,Boeing,747-238,No,4.0,Turbo Fan,,SCHD,Unknown,"Virgin Atlantic Airways, Ltd.",0.0,0.0,0.0,361.0,VMC,Taxi,Probable Cause,29-10-1993,361.0,0.0,1.0
20001211X15372,Accident,CHI92LA250,1992-08-23,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE INTL,Fatal(1),,,HL746,Boeing,747-300,No,4.0,Turbo Fan,,SCHD,Unknown,Korean Airlines,1.0,1.0,0.0,277.0,VMC,Standing,Probable Cause,30-06-1993,279.0,0.0035842293906810036,0.992831541218638
20001211X15478,Accident,MIA92LA167,1992-08-26,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Non-Fatal,,,N206AU,Boeing,737-200,No,2.0,Turbo Jet,,SCHD,Unknown,Carnival Airlines,0.0,1.0,2.0,92.0,VMC,Standing,Probable Cause,26-05-1993,95.0,0.0,0.968421052631579
20001211X15657,Accident,CHI92LA272,1992-09-10,"OTTAWA, IL",United States,,,C13,OTTAWA,Non-Fatal,Substantial,,N55410,Boeing,A-75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-08-1993,2.0,0.0,1.0
20001211X15765,Incident,MIA92WA193,1992-09-19,"RIO DE JANEIRO, Brazil",Brazil,,,,,Incident,Minor,,,Boeing,747-287,No,0.0,Unknown,,SCHD,Unknown,,0.0,0.0,0.0,191.0,VMC,,Foreign,05-08-1996,191.0,0.0,1.0
20001211X15670,Accident,CHI92LA288,1992-09-23,"BELVIDERE, IL",United States,,,C77,BELVIDERE,Non-Fatal,Substantial,,N1943H,Boeing,B75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-06-1993,1.0,0.0,1.0
20001211X15920,Accident,MIA93WA002,1992-10-01,"MARTINIQUE, FRANCE",France,,,,LA LAMENTIN,Non-Fatal,Substantial,,N726DH,Boeing,727-200,No,3.0,Turbo Fan,,NSCH,Unknown,,0.0,0.0,0.0,5.0,VMC,,Foreign,06-02-1995,5.0,0.0,1.0
20001211X15793,Incident,ANC93IA007A,1992-10-08,"ANCHORAGE, AK",United States,,,,,Incident,,,N673MA,Boeing,737-200,No,2.0,Turbo Jet,,SCHD,Unknown,"Mark Air, Inc (dba: Mark Air)",0.0,0.0,0.0,26.0,VMC,Approach,Probable Cause,08-10-1993,26.0,0.0,1.0
20001211X15931,Incident,NYC93IA017,1992-10-12,"PITTSBURGH, PA",United States,,,PIT,PITTSBURGH INT'L,Incident,,,N586US,Boeing,737-300,No,2.0,Turbo Jet,,SCHD,Unknown,Usair,0.0,0.0,0.0,133.0,VMC,Takeoff,Probable Cause,26-05-1993,133.0,0.0,1.0
20001211X15987,Accident,ATL93LA024,1992-11-13,"ATLANTA, GA",United States,,,,HARTSFIELD INTL.,Non-Fatal,,,N619DL,Boeing,757-232,No,2.0,Turbo Fan,,SCHD,Unknown,"Delta Airlines, Inc.",0.0,1.0,0.0,187.0,VMC,Taxi,Probable Cause,28-09-1993,188.0,0.0,0.9946808510638298
20001211X16092,Accident,MIA93WA021,1992-11-20,"SAN LUIS, Argentina",Argentina,,,,,Non-Fatal,Destroyed,,,Boeing,737-200C,No,0.0,Unknown,,SCHD,Unknown,,0.0,0.0,0.0,113.0,VMC,,Foreign,05-08-1996,113.0,0.0,1.0
20001211X16023,Accident,CHI93LA043,1992-11-27,"CHICAGO, IL",United States,,,,,Non-Fatal,,,N401DA,Boeing,727-232,No,3.0,Turbo Fan,,SCHD,Unknown,Delta Airlines,0.0,1.0,5.0,118.0,VMC,Standing,Probable Cause,15-10-1993,124.0,0.0,0.9516129032258065
20001211X16222,Accident,NYC93LA040,1992-12-08,"FLUSHING, NY",United States,,,KLGA,LA GUARDIA,Fatal(1),,,N516AU,Boeing,737-300LR,No,2.0,Turbo Fan,,SCHD,Unknown,Usair,1.0,0.0,0.0,59.0,VMC,Taxi,Probable Cause,14-09-1993,60.0,0.016666666666666666,0.9833333333333333
20001211X16157,Incident,FTW93IA048,1992-12-09,"HOUSTON, TX",United States,,,IAH,INTERCONTINENTAL,Incident,,,N16729,Embraer,EMB-120RT,No,2.0,Turbo Prop,,SCHD,Unknown,"Britt Airways, Inc. (dba: Continental Express)",0.0,0.0,0.0,18.0,VMC,Takeoff,Probable Cause,30-06-1993,18.0,0.0,1.0
20001211X16206,Incident,MIA93IA030,1992-12-17,"MIAMI, FL",United States,,,,,Incident,Minor,,N804MA,Boeing,727-225A,No,3.0,Turbo Jet,,SCHD,Unknown,"Miami Air International, Inc.",0.0,0.0,2.0,78.0,VMC,Descent,Probable Cause,30-08-1993,80.0,0.0,0.975
20001211X11734,Accident,MIA93LA045,1993-01-05,"SARASOTA, FL",United States,,,,,Non-Fatal,Minor,,N360AA,Boeing,767-323ER,No,2.0,Turbo Fan,,SCHD,Unknown,"American Airlines, Inc.",0.0,3.0,21.0,200.0,IMC,Cruise,Probable Cause,10-02-1994,224.0,0.0,0.8928571428571429
20001211X11685,Incident,DEN93IA025,1993-01-08,"DENVER, CO",United States,,,,,Incident,,,N601UA,Boeing,767-222,No,2.0,Unknown,,SCHD,Unknown,United Airlines,0.0,0.0,0.0,208.0,VMC,Cruise,Probable Cause,03-11-1993,208.0,0.0,1.0
20001211X11698,Accident,FTW93LA070,1993-01-16,"SAN ANTONIO, TX",United States,,,SSF,STINSON FIELD,Non-Fatal,Substantial,,N56221,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-10-1993,1.0,0.0,1.0
20001211X11759,Accident,SEA93LA055,1993-01-19,"MEDICINE BOW, WY",United States,,,,,Non-Fatal,Substantial,,N56924,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,UNK,Cruise,Probable Cause,13-10-1993,1.0,0.0,0.0
20001211X11762,Accident,SEA93LA058,1993-01-31,"BEND, OR",United States,,,S07,BEND MUNICIPAL,Non-Fatal,Substantial,,N56843,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,13-10-1993,1.0,0.0,1.0
20001211X11882,Incident,NYC93IA064,1993-02-11,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Incident,,,N79771,Boeing,727-200,No,3.0,Turbo Jet,,SCHD,Unknown,"Continental Airlines, Inc.",0.0,0.0,0.0,67.0,VMC,Taxi,Probable Cause,03-12-1993,67.0,0.0,1.0
20001211X11842,Accident,LAX93LA117,1993-02-12,"HUGHSON, CA",United States,,,,,Non-Fatal,Substantial,,N62733,Boeing,A75N1,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,15-11-1993,1.0,0.0,1.0
20001211X11816,Incident,DEN93IA027,1993-02-13,"GRAND JUNCTION, CO",United States,,,,,Incident,,,N508UA,Boeing,757-222,No,2.0,Turbo Fan,,SCHD,Unknown,United Airlines,0.0,0.0,0.0,47.0,VMC,Cruise,Probable Cause,03-11-1993,47.0,0.0,1.0
20001211X11785,Incident,BFO93IA026,1993-02-13,"PORTLAND, ME",United States,,,PWM,PORTLAND INT'L JETPORT,Incident,,,N403PE,Boeing,737-130,No,2.0,Turbo Fan,,SCHD,Unknown,"Continental Airlines, Inc.",0.0,0.0,0.0,99.0,IMC,Landing,Probable Cause,03-11-1993,99.0,0.0,1.0
20001211X11863,Accident,MIA93FA073,1993-02-23,"FORT LAUDERDALE, FL",United States,,,FLL,FT LAUDERDALE HOLLYWOOD,Non-Fatal,Substantial,,N678DL,Boeing,757-232,No,2.0,Turbo Fan,,SCHD,Unknown,Delta Airlines,0.0,0.0,0.0,191.0,IMC,Climb,Probable Cause,20-10-1994,191.0,0.0,1.0
20001211X11972,Accident,FTW93FA100,1993-03-09,"HOUSTON, TX",United States,,,,,Non-Fatal,,,N79754,Boeing,727-200,No,3.0,Turbo Fan,,SCHD,Unknown,"Continental Airlines, Inc.",0.0,1.0,0.0,45.0,VMC,Cruise,Probable Cause,18-03-1994,46.0,0.0,0.9782608695652174
20001211X12035,Incident,NYC93IA059,1993-03-15,"NEWARK, NJ",United States,,,EWR,NEWARK INTL,Incident,,,N14212,Boeing,737-130,No,2.0,Turbo Fan,,SCHD,Unknown,Continental Airlines,0.0,0.0,0.0,61.0,VMC,Takeoff,Probable Cause,10-05-1994,61.0,0.0,1.0
20001211X11993,Accident,FTW93WA107A,1993-03-15,"GUADALAJARA, Mexico",Mexico,,,,,Non-Fatal,Minor,,N527DA,Boeing,727-232,No,0.0,Unknown,,SCHD,Unknown,,0.0,0.0,1.0,73.0,VMC,,Foreign,19-03-1993,74.0,0.0,0.9864864864864865
20001211X12014,Accident,LAX93LA158,1993-03-21,"CARLSBAD, CA",United States,,,CRQ,CARLSBAD PALOMAR,Non-Fatal,Substantial,,N58969,Boeing,A75L3,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,15-11-1993,2.0,0.0,0.0
20001211X12036,Incident,NYC93IA065,1993-03-22,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Incident,,,N107FE,Boeing,727-100,No,3.0,Turbo Fan,,SCHD,Unknown,"Federal Express, Inc.",0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,26-08-1994,3.0,0.0,1.0
20001211X11963,Accident,DCA93MA033,1993-03-31,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INTL,Non-Fatal,Substantial,,N473EV,Boeing,747-121,No,4.0,Turbo Fan,,SCHD,Unknown,Japan Airlines,0.0,0.0,0.0,5.0,VMC,Climb,Probable Cause,10-05-1994,5.0,0.0,1.0
20001211X12244,Accident,SEA93LA086,1993-04-01,"DAVENPORT, WA",United States,,,,PRIVATE,Non-Fatal,Substantial,,N56426,Boeing,D75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-11-1993,1.0,0.0,1.0
20001211X12109,Accident,DCA93RA036,1993-04-05,"GUATEMALA CITY, PANAMA",Panama,,,,,Non-Fatal,Substantial,,N767TA,Boeing,767-251,No,0.0,Unknown,,SCHD,Unknown,,0.0,0.0,9.0,215.0,VMC,,Foreign,20-12-1994,224.0,0.0,0.9598214285714286
20001211X12131,Incident,FTW93IA118,1993-04-07,"HOUSTON, TX",United States,,,,,Incident,,,CFOOA,Boeing,757-200,No,2.0,Turbo Fan,,NSCH,Unknown,Canada 3000 Airline Ltd,0.0,0.0,0.0,40.0,IMC,Cruise,Probable Cause,03-12-1993,40.0,0.0,1.0
20001211X12087,Incident,CHI93IA152,1993-04-10,"KANSAS CITY, MO",United States,,,,,Incident,,,CGAUP,Boeing,767-233,No,2.0,Turbo Fan,,SCHD,Unknown,Air Canada,0.0,0.0,0.0,101.0,VMC,Cruise,Probable Cause,10-05-1994,101.0,0.0,1.0
20001211X12153,Incident,FTW93IA125,1993-04-12,"ALEXANDRIA, LA",United States,,,,,Incident,Minor,,9KADD,Boeing,747-269BC,No,4.0,Turbo Jet,,NSCH,Unknown,(dba: Kuwait Airlines),0.0,0.0,0.0,40.0,VMC,Climb,Probable Cause,26-09-1994,40.0,0.0,1.0
20001211X12116,Incident,DEN93IA044,1993-04-23,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Incident,,,N905UA,Boeing,737-522,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,133.0,VMC,Approach,Probable Cause,20-09-1994,133.0,0.0,1.0
20001211X12232,Accident,NYC93LA089,1993-04-23,"ZANESVILLE, OH",United States,,,,TERRY THOMPSON,Non-Fatal,Substantial,,N181RF,Boeing,E75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,03-12-1993,1.0,0.0,1.0
20001211X12202,Accident,MIA93LA110,1993-04-26,"MIAMI, FL",United States,,,,,Non-Fatal,,,N646DL,Boeing,757-232,No,2.0,Turbo Fan,,SCHD,Unknown,"Delta Air Lines, Inc.",0.0,1.0,0.0,61.0,IMC,Descent,Probable Cause,03-11-1993,62.0,0.0,0.9838709677419355
20001211X12152,Accident,FTW93MA143,1993-04-29,"PINE BLUFF, AR",United States,,,PBF,GRIDER FIELD,Non-Fatal,Substantial,,N24706,Embraer,EMB-120-RT,No,2.0,Turbo Prop,,SCHD,Unknown,Continental Express (dba: Continental Express),0.0,0.0,13.0,17.0,VMC,Climb,Probable Cause,10-05-1994,30.0,0.0,0.5666666666666667
20001211X12479,Accident,SEA93LA112,1993-05-19,"HARDIN, MT",United States,,,MT02,FAIRGROUNDS AIRPARK,Non-Fatal,Substantial,,N9041R,Boeing,A75N1,No,1.0,Reciprocating,,,Ferry,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-11-1993,1.0,0.0,1.0
20001211X12642,Accident,LAX93LA238,1993-06-01,"PACOIMA, CA",United States,,,WHP,WHITEMAN FIELD,Non-Fatal,Substantial,,N218DL,Boeing,B75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-06-1994,1.0,0.0,1.0
20001211X12495,Incident,ANC93IA084,1993-06-06,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INTERNATIONAL,Incident,Minor,,N673MA,Boeing,737-200,No,2.0,Turbo Fan,,,Ferry,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,26-09-1994,2.0,0.0,1.0
20001211X12640,Incident,LAX93IA245,1993-06-08,"LOS ANGELES, CA",United States,,,,,Incident,Minor,,N540UA,Boeing,757-222,No,2.0,Turbo Jet,,SCHD,Unknown,United Airlines,0.0,0.0,0.0,197.0,VMC,Climb,Probable Cause,01-08-1994,197.0,0.0,1.0
20001211X12582,Accident,CHI93LA224,1993-06-24,"BARABOO, WI",United States,,,,,Non-Fatal,,,N579UA,Boeing,757-222,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,1.0,0.0,147.0,IMC,Descent,Probable Cause,17-08-1994,148.0,0.0,0.9932432432432432
20001211X12681,Accident,NYC93FA127,1993-06-26,"CONCORD, NH",United States,,,CON,CONCORD MUNI,Fatal(2),Destroyed,,N58212,Boeing,PT-17,No,1.0,Reciprocating,,,Unknown,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,01-11-1994,2.0,1.0,0.0
20001211X12985,Accident,MIA93LA157,1993-07-16,CARIBBEAN SEA,CARIBBEAN SEA,,,,,Non-Fatal,,,N645UA,Boeing,767-322ER,No,2.0,Turbo Fan,,SCHD,Unknown,"United Air Lines, Inc.",0.0,1.0,2.0,161.0,IMC,Cruise,Probable Cause,25-07-1994,164.0,0.0,0.9817073170731707
20001211X12996,Accident,NYC93FA137A,1993-07-25,"JAMAICA, NY",United States,,,JFK,JOHN F. KENNEDY,Non-Fatal,Minor,,HZAIS,Boeing,747-368,No,4.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,193.0,VMC,Taxi,Probable Cause,27-09-1994,193.0,0.0,1.0
20001211X12927,Accident,FTW93LA221,1993-07-31,"BURNET, TX",United States,,,T27,BURNET MUNICIPAL,Non-Fatal,Substantial,,N65355,Boeing,B75-N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-09-1994,1.0,0.0,1.0
20001211X13195,Incident,MIA93IA168,1993-08-02,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Incident,Minor,,N107BV,Boeing,707-341,No,4.0,Turbo Fan,,NSCH,Unknown,Fast Air Carrier Ltd,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,01-08-1994,3.0,0.0,1.0
20001211X13132,Accident,DEN93LA098,1993-08-02,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Non-Fatal,Substantial,,N508UA,Boeing,757-222,No,2.0,Turbo Fan,,SCHD,Unknown,United Airlines,0.0,0.0,0.0,164.0,VMC,Landing,Probable Cause,03-11-1993,164.0,0.0,1.0
20001211X13158,Accident,FTW93LA243,1993-08-21,"LAFAYETTE, LA",United States,,,,,Non-Fatal,Substantial,,N450EC,Boeing,A75N1,No,1.0,Reciprocating,,,Unknown,,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,01-08-1994,2.0,0.0,0.0
20001211X13071,Incident,BFO93WA148,1993-08-27,"MILAN, Italy",Italy,,,,,Incident,,,N4729U,Boeing,747-100,No,0.0,Unknown,,SCHD,Unknown,,0.0,0.0,1.0,370.0,UNK,,Foreign,16-03-1995,371.0,0.0,0.9973045822102425
20001211X13365,Accident,CHI93LA349,1993-09-03,"DELEVAN, WI",United States,,,C59,LAKE LAWN,Non-Fatal,Substantial,,N55501,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,02-12-1994,2.0,0.0,1.0
20001211X13362,Incident,CHI93IA354,1993-09-08,"ST. LOUIS, MO",United States,,,STL,LAMBERT-ST. LOUIS INTL,Incident,Minor,,N350SW,Boeing,737-300,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,144.0,VMC,Approach,Probable Cause,13-09-1994,144.0,0.0,1.0
20001211X13467,Incident,NYC93IA184,1993-09-11,"NEW YORK, NY",United States,,,,,Incident,Minor,,N17025,Boeing,747-200,No,4.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,387.0,VMC,Climb,Probable Cause,13-09-1994,387.0,0.0,1.0
20001211X13370,Accident,CHI93LA357,1993-09-12,"SPRINGFIELD, MO",United States,,,,,Non-Fatal,Substantial,,N54941,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,01-08-1994,2.0,0.0,0.0
20001211X13324,Incident,BFO93IA175,1993-09-13,"JAMAICA, NY",United States,,,,,Incident,,,N757NA,Boeing,757-200ER,No,2.0,Turbo Fan,,SCHD,Unknown,North American Airlines,0.0,0.0,0.0,85.0,VMC,Cruise,Probable Cause,20-10-1994,85.0,0.0,1.0
20001211X13312,Accident,ATL93LA159,1993-09-15,"ATLANTA, GA",United States,,,,,Non-Fatal,,,N627DL,Boeing,757-232,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,1.0,0.0,187.0,VMC,Climb,Probable Cause,20-10-1994,188.0,0.0,0.9946808510638298
20001211X13363,Incident,CHI93IA372,1993-09-21,"INDIANAPOLIS, IN",United States,,,,,Incident,,,N527AU,Boeing,737-3B7,No,2.0,Turbo Fan,,SCHD,Unknown,Usair,0.0,0.0,0.0,88.0,VMC,Cruise,Probable Cause,01-08-1994,88.0,0.0,1.0
20001211X13462,Accident,MIA93LA199A,1993-09-23,"DELAND, FL",United States,,,FD90,LAFAYETTE LANDINGS,Non-Fatal,Substantial,,N43320,Boeing,E75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,4.0,0.0,VMC,Approach,Probable Cause,30-08-1994,4.0,0.0,0.0
20001211X13284,Incident,ANC93IA188,1993-09-25,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE,Incident,Minor,,N629US,Boeing,747-200,No,4.0,Turbo Fan,,SCHD,Unknown,"Northwest Airlines, Inc",0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,02-12-1994,3.0,0.0,1.0
20001211X13516,Incident,ATL94IA001,1993-10-04,"FORT LAUDERDALE, FL",United States,,,FLL,FORT LAUDERDALE,Incident,Minor,,N638DL,Boeing,757-232,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,95.0,VMC,Takeoff,Probable Cause,10-11-1994,95.0,0.0,1.0
20001211X13532,Accident,CHI94LA007,1993-10-06,"ST PAUL, MN",United States,,,,,Non-Fatal,Substantial,,N81235,Boeing,75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,VMC,Maneuvering,Probable Cause,07-09-1994,2.0,0.0,0.0
20001211X13583,Incident,LAX94IA018,1993-10-19,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTERNATIONAL,Incident,Minor,,N41063,Airbus,A-300-605R,No,2.0,Turbo Fan,,SCHD,Unknown,American Airlines,0.0,0.0,0.0,86.0,VMC,Climb,Probable Cause,26-09-1994,86.0,0.0,1.0
20001211X13617,Accident,MIA94LA010,1993-10-22,ATLANTIC OCEAN,ATLANTIC OCEAN,,,,,Non-Fatal,,,N649UA,Boeing,767-300,No,2.0,Turbo Fan,,SCHD,Unknown,(dba: United Air Lines Inc.),0.0,1.0,2.0,105.0,VMC,Cruise,Probable Cause,02-12-1994,108.0,0.0,0.9722222222222222
20001211X13750,Accident,LAX94LA039A,1993-11-06,"HALF MOON BAY, CA",United States,,,HAF,HALF MOON BAY,Non-Fatal,Substantial,,N14FR,Boeing,PT-13D,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,20-09-1994,3.0,0.0,1.0
20001211X13714,Accident,CHI94FA039,1993-11-15,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Non-Fatal,Substantial,,N16762,Boeing,727-227,No,3.0,Turbo Fan,,SCHD,Unknown,"Continental Airlines, Inc.",0.0,0.0,0.0,86.0,VMC,Go-around,Probable Cause,19-12-1994,86.0,0.0,1.0
20001211X13905,Incident,NYC94IA035,1993-12-06,"NEWARK, NJ",United States,,,EWR,NEWARK INTL,Incident,Minor,,N16982,Airbus,A-300,No,2.0,Turbo Fan,,SCHD,Unknown,"Continental Airlines, Inc.",0.0,0.0,0.0,163.0,VMC,Landing,Probable Cause,19-12-1994,163.0,0.0,1.0
20001211X13852,Incident,FTW94IA046,1993-12-08,"DFW AIRPORT, TX",United States,,,DFW,DFW INTERNATIONAL,Incident,Minor,,N166AW,Boeing,737-33A,No,2.0,Turbo Jet,,SCHD,Unknown,America West Airlines,0.0,0.0,0.0,69.0,IMC,Approach,Probable Cause,02-12-1994,69.0,0.0,1.0
20001211X13861,Accident,FTW94LA054,1993-12-19,"MADISONVILLE, TX",United States,,,,,Non-Fatal,Substantial,,N55133,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,01-08-1994,1.0,0.0,1.0
